URL,Status,Brand Name,Model,Governorate,City,Price,Body Type,Fuel Type,Transmission,Production Year,Down Payment,Engine Capacity,Kilometers,Color,Additional Properties,More Details
https://www.contactcars.com/en/new-cars/kia-grand_cerato/for-sale/41f376d3db004f13af3d61fafd4c3c99?status=New,New,Kia,Grand Cerato,Cairo," New Cairo & 5th Settlement","1,450,000",Sedan,Gas,Automatic,2023,"290,000",1600,,Gray,"In Warranty , Fabrika In&Out","كيا جراند سيراتو ex cam 2023 وكيل زيرو  1.6 A/T EX CAM   "
https://www.contactcars.com/en/new-cars/kia-grand_cerato/for-sale/dec31628a37f45e3aa7c26e7ae35e81a?status=New?dealer=1519319,New,Kia,Grand Cerato,Suez," Suez",,Sedan,Diesel,Automatic,2023,"375,000",1600,,Black,Fabrika In&Out,"Kia Cerato 2023  1.6 A/T H/L  "
https://www.contactcars.com/en/used-cars/kia-cerato/e680660b407645e0b723eab1aac2978c?status=Used,Used,Kia,Cerato,Cairo," New Cairo & 5th Settlement","860,000",Sedan,Gas,Automatic,2017,,1600,"157,000",White,"for Exchange , Fabrika In&Out","كيا سيراتو توب لاين 2017 بصمة "
https://www.contactcars.com/en/used-cars/kia-cerato/e853b84cd1564931862848d6e929804b?status=Used?dealer=1519331,Used,Kia,Cerato,Cairo," Nasr City",,Sedan,Gas,Automatic,2015,"200,000",1600,"160,000",Silver,"for Exchange , In Warranty , Fabrika In&Out","سيارة كيا سيراتو KIA CERATO "
https://www.contactcars.com/en/used-cars/kia-picanto/21539cc581734c4fb223b412ca10ad31?status=Used,Used,Kia,Picanto,Suez," Port Tawfiq","550,000",Hatchback,Gas,Automatic,2015,,1300,"128,000",Black,Fabrika In&Out,"كيا بيكانتو .. فابريكة "
https://www.contactcars.com/en/new-cars/kia-seltos/for-sale/6d644f06b418491eb2bb6f54b7acf8ed?status=New?dealer=1519530,New,Kia,seltos,Giza," Sheikh Zayed","1,035,000",SUV,Gas,Automatic,2023,,1600,,Gray,"Imported , For Disabled , Fabrika In&Out","كيا سيلتوس 2023 - Kia Seltos خليجية-استيراد ( حر - جواب ) "
https://www.contactcars.com/en/used-cars/kia-sportage/a4a13ce7430644eca7110eeabd00cc1d?status=Used,Used,Kia,Sportage,Cairo," New Cairo & 5th Settlement","1,860,000",SUV,Gas,Automatic,2022,"372,000",1600,"25,000",White,"almost new , In Warranty , Fabrika In&Out","التجمع الاول  1.6 A/T TL Plus Black Edition   "
https://www.contactcars.com/en/used-cars/kia-rio/ca143223984a46f5962dd497f8cb3347?status=Used?dealer=1519525,Used,Kia,Rio,Cairo," Nasr City","500,000",Sedan,Gas,Automatic,2013,,1400,"130,000",Silver,"for Exchange , Fabrika In&Out","كيا ريو فابريكا بالكامل عداد و سعر لقطه "
https://www.contactcars.com/en/used-cars/kia-cerato/df3d1f429e454776908820f48f9e6b9f?status=Used?dealer=1519525,Used,Kia,Cerato,Cairo," Nasr City","750,000",Sedan,Gas,Automatic,2015,,1600,"180,000",Red,for Exchange,"كيا سيراتو Fully loadded "
https://www.contactcars.com/en/new-cars/kia-sportage/for-sale/7fb24e0d652648a08760997ae959046e?status=New?dealer=1519511,New,Kia,Sportage,Cairo," Nasr City",,SUV,Gas,Automatic,2023,"462,500",1600,,White,,"Kia sportage GT 2023 "
https://www.contactcars.com/en/used-cars/kia-sportage/9aa766070e33471cbf5f3c83443e5504?status=Used,Used,Kia,Sportage,Cairo," New Cairo & 5th Settlement","945,000",SUV,Gas,Automatic,2014,,1600,"98,000",Black,"almost new , In Warranty , Fabrika In&Out","كيا سبورتاج ٢٠١٤ للبيع "
https://www.contactcars.com/en/used-cars/kia-carens/b7f7e318217842b5adb81f7509464c4e?status=Used,Used,Kia,Carens,Cairo," Nasr City","700,000",SUV,Gas,Automatic,2013,,1600,"86,000",Black,Fabrika In&Out,"كارينز ٢٠١٣ "
https://www.contactcars.com/en/used-cars/kia-sportage/98d34f78c7214e96967c3009a7262998?status=Used,Used,Kia,Sportage,Giza," El Haram","950,000",SUV,Gas,Automatic,2015,,1600,"170,000",Bronze,,"كيا سبورتاج اعلي فئه بصمة  1.6 A/T S/R  "
https://www.contactcars.com/en/used-cars/kia-cerato/f9b2adf69ee7473abf94274b7d17b861?status=Used,Used,Kia,Cerato,Cairo," Mokattam","680,000",Sedan,Gas,Automatic,2016,,1600,"172,000",Gray,Fabrika In&Out,"كيا سيراتو/Kia Cerato، حالة ممتازة "
https://www.contactcars.com/en/used-cars/kia-sportage/b2b2e22221434bdd88b4ee6585cafa11?status=Used,Used,Kia,Sportage,Cairo," Nasr City","1,450,000",SUV,,Automatic,2021,"290,000",1600,"55,000",Navy Blue,"almost new , In Warranty , Fabrika In&Out","kia Sportage 2021.  1.6 A/T LX Cam   "
https://www.contactcars.com/en/used-cars/kia-sportage/4256df6c1ff34ee9b6dc1644cf1ebb0d?status=Used,Used,Kia,Sportage,Cairo," New Cairo & 5th Settlement","935,000",SUV,Gas,Automatic,2014,,1600,"95,000",Gray,Fabrika In&Out,"سبورتاج 2014 فابريكا بالكامل "
https://www.contactcars.com/en/used-cars/kia-sportage/43d35317fa084b93b45dbd4d2bfeedfc?status=Used?dealer=1519495,Used,Kia,Sportage,Giza," 6th of October","1,300,000",SUV,Gas,Automatic,2017,,1600,"94,000",Maroon,Fabrika In&Out,"KIA Sporatge  1.6 A/T GT 4WD  "
https://www.contactcars.com/en/used-cars/kia-grand_cerato/d760ef10ba1d470eb36fa38e5cf06225?status=Used?dealer=1519293,Used,Kia,Grand Cerato,Cairo," Nasr City",,Sedan,Gas,Automatic,2022,"336,000",1600,"25,000",Red,,"كيا جراند سيراتو 2022  1.6 A/T LX  "
https://www.contactcars.com/en/used-cars/kia-sportage/9c10ba1de1a44551bbed64bb842918ed?status=Used,Used,Kia,Sportage,Giza," Giza","1,400,000",SUV,Gas,Automatic,2017,,1600,"8,000",Bronze,"Imported , almost new , Fabrika In&Out","اسبورتاج خليجي اعلى فئه مواصفات البلاك اديشن وارد الخارج "
https://www.contactcars.com/en/used-cars/kia-sportage/57f13c38f9f34e9a928554e825b59ab8?status=Used,Used,Kia,Sportage,Giza," 6th of October","2,150,000",SUV,Gas,Automatic,2023,"430,000",1600,"14,000",White,"almost new , In Warranty , Fabrika In&Out","كيا سبورتاج  "
https://www.contactcars.com/en/new-cars/kia-carens/for-sale/a9d6a73bfee2481cae38e67997c68b24?status=New?dealer=1519530,New,Kia,Carens,Giza," Sheikh Zayed","1,090,000",SUV,Gas,Automatic,2023,,1500,,White,"Imported , For Disabled , Fabrika In&Out","كيا كارينز 2023 - KIA CARENS خليجية-استيراد ( حر - جواب ) "
https://www.contactcars.com/en/new-cars/kia-grand_cerato/for-sale/df4d5d577c5c4000959ffcd2a4a28e32?status=New,New,Kia,Grand Cerato,Cairo," Zahraa Maadi","1,270,000",Sedan,Gas,Automatic,2023,"254,000",1600,,Black,Fabrika In&Out,"جراند سيراتو خليجي  1.6 A/T H/L   "
https://www.contactcars.com/en/used-cars/kia-sportage_nq5/4a6876761b9b4565b9b2e4bc5dc146d6?status=Used,Used,Kia,Sportage NQ5,Cairo," New Cairo & 5th Settlement","2,050,000",SUV,Gas,Automatic,2023,"410,000",1600,"10,000",Gray,"almost new , In Warranty , Fabrika In&Out","كيا سبورتاج هاي لاين وكيل للبيع  1.6 A/T HL   "
https://www.contactcars.com/en/used-cars/kia-xceed/ab4d643bf7da4ac087d8e250dce35183?status=Used?dealer=1519502,Used,Kia,Xceed,Giza," El Haram","1,350,000",SUV,Gas,Automatic,2022,"270,000",1500,"25,000",Yellow,Fabrika In&Out,"كيا اكسيد توب لاين  1.5 A/T T/L   "
